study_idx,iso3,country,kp,year,study,author,link,public_report
163,NGA,Nigeria,FSW,2018,Mapping And Size Estimation Of Key Populations Nigeria,Nigeria MoH,,Yes
163,NGA,Nigeria,MSM,2018,Mapping And Size Estimation Of Key Populations Nigeria,Nigeria MoH,,Yes
163,NGA,Nigeria,PWID,2018,Mapping And Size Estimation Of Key Populations Nigeria,Nigeria MoH,,Yes
164,NGA,Nigeria,FSW,2020,Integrated Biological & Behavioural Surveillance Survey (IBBSS) among Key Populations in Nigeria,Nigeria MoH,https://wacphd.org/wp-content/uploads/2022/04/IBBSS-2020-FINAL-REPORT.pdf,Yes
164,NGA,Nigeria,MSM,2020,Integrated Biological & Behavioural Surveillance Survey (IBBSS) among Key Populations in Nigeria,Nigeria MoH,https://wacphd.org/wp-content/uploads/2022/04/IBBSS-2020-FINAL-REPORT.pdf,Yes
164,NGA,Nigeria,PWID,2020,Integrated Biological & Behavioural Surveillance Survey (IBBSS) among Key Populations in Nigeria,Nigeria MoH,https://wacphd.org/wp-content/uploads/2022/04/IBBSS-2020-FINAL-REPORT.pdf,Yes
164,NGA,Nigeria,TG,2020,Integrated Biological & Behavioural Surveillance Survey (IBBSS) among Key Populations in Nigeria,Nigeria MoH,https://wacphd.org/wp-content/uploads/2022/04/IBBSS-2020-FINAL-REPORT.pdf,Yes
166,NGA,Nigeria,FSW,2018,NAIIS Network Scale-up Method (NSUM) Key Population Size Estimates Final Version,Anne McIntyre,,Yes
166,NGA,Nigeria,MSM,2018,NAIIS Network Scale-up Method (NSUM) Key Population Size Estimates Final Version,Anne McIntyre,,Yes
166,NGA,Nigeria,PWID,2018,NAIIS Network Scale-up Method (NSUM) Key Population Size Estimates Final Version,Anne McIntyre,,Yes
168,RWA,Rwanda,TG,2018,"HIV Infection And Engagement In HIV Care Cascade Among Men Who Have Sex With Men And Transgender Women In Kigali, Rwanda: A Cross-Sectional Study",Twahirwa Rwema et al.,https://pubmed.ncbi.nlm.nih.gov/33000912/,Yes
168,RWA,Rwanda,MSM,2018,"Behavioral and Biological Assessment and Population Size Estimation for Men who have Sex with Men (MSM) in Kigali, Rwanda, 2018  - here for the PSE",CDC,,Yes
169,RWA,Rwanda,FSW,2018,"FEMALE SEX WORKERS POPULATION SIZE ESTIMATION, RWANDA 2018: 3-SOURCE CAPTURE – RECAPTURE",Rwanda Biomedical Centre,https://rbc.gov.rw/fileadmin/user_upload/report2019/Rwanda%20FSW-PSE%202018%20Final%2012.11.2019_Final.pdf,Yes
171,RWA,Rwanda,FSW,2010,"BEHAVIORAL AND BIOLOGICAL SURVEILLANCE SURVEY AMONG FEMALE SEX WORKERS, RWANDA – 2010",Rwanda MoH,http://rbc.gov.rw/IMG/pdf/behavioral_and_biological_survey_among_female_sex_workers_rwanda_2010.pdf,Yes
172,RWA,Rwanda,FSW,2010,Estimation of the size of the female sex worker population in Rwanda using three different methods,Mutagoma et al.,https://pubmed.ncbi.nlm.nih.gov/25336306/,Yes
173,RWA,Rwanda,MSM,2015,"HIV seroprevalence, self-reported STIs and associated risk factors among men who have sex with men: a cross-sectional study in Rwanda, 2015",Ntale et al.,https://pubmed.ncbi.nlm.nih.gov/29680827/,Yes
174,RWA,Rwanda,PWID,2019,"Injection drug use practices and HIV infection among people who inject drugs in Kigali, Rwanda: a cross-sectional study",Twahirwa Rwema et al.,https://harmreductionjournal.biomedcentral.com/articles/10.1186/s12954-021-00579-0,Yes
175,SEN,Senegal,PWID,2011,"Enquete De Prevalence Et De Pratiques A Risques D'infection A VIH, Vhb, Et Vhc Chez Les Usagers De Drogues Dans La Region De Dakar (Senegal).",Leprêtre and Ba,https://www.cnls-senegal.org/wp-content/uploads/2019/03/ENQUETE-DE-PREVALENCE-ET-DE-PRATIQUES-A-RISQUES-D%E2%80%99INFECTION-A-VIH-VHB-ET-VHC-CHEZ-LES-USAGERS-DE-DROGUES-DANS-LA-REGION-DE-DAKAR-1.pdf,Yes
177,SEN,Senegal,MSM,2014,Rapport Enquete Combinee Chez Les Hommes Ayant Des Rapports Sexuels Avec Des Hommes (HSH) Au Senegal (2014),Senegal MoH,,Yes
178,SEN,Senegal,FSW,2015,"ENQUÊTE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA, ENSC 2015",Senegal MoH,https://www.cnls-senegal.org/wp-content/uploads/2018/06/RAPPORT-DE-SYNTHESE-ENSC-2015-1.pdf,Yes
179,SEN,Senegal,MSM,2017,Enquete Combinee Chez Les Hommes Ayant Des Rapports Sexuels Avec Des Hommes (HSH) Au Senegal Annee 2017,Senegal MoH,,Yes
180,SEN,Senegal,FSW,2017,HIV Prevention 2.0 (HP2): Achieving an AIDS-Free Generation in Senegal,JHU,,Yes
180,SEN,Senegal,MSM,2017,HIV Prevention 2.0 (HP2): Achieving an AIDS-Free Generation in Senegal,JHU,,Yes
181,SEN,Senegal,FSW,2019,Enquete Nationale De Surveillance Combinee Des IST et duVIH/SIDA (ENSC 2019) Composante Comportementale,Senegal MoH,,Yes
183,SEN,Senegal,MSM,2013,Potential Impact of Integrated Stigma Mitigation Interventions in Improving HIV/AIDS Service Delivery and Uptake for Key Populations in Senegal,Lyons et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5147043/,Yes
183,SEN,Senegal,FSW,2013,Potential Impact of Integrated Stigma Mitigation Interventions in Improving HIV/AIDS Service Delivery and Uptake for Key Populations in Senegal,Lyons et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5147043/,Yes
184,SEN,Senegal,PWID,2018,Rapport d’Estimation de la Taille et d’Enquête Bio comportementale chez les Consommateurs de Drogue Injectables au Sénégal,"INSTITUT DE RECHERCHE EN SANTÉ, DE SURVEILLANCE EPIDÉMIOLOGIQUE ET DE FORMATIONS (IRESSEF)",,Yes
186,SLE,Sierra Leone,FSW,2021,"INTEGRATED BIO-BEHAVIOURAL SURVEY AND POPULATION SIZE ESTIMATION AMONG FEMALE SEXUAL WORKERS (FSW), MEN WHO HAVE SEX WITH MEN (MSM), PERSONS WHO INJECT DRUGS (PWID), TRANSGENDER (TG) AND PEOPLE IN CLOSE SETTINGS (PCS) IN SIERRA LEONE: 2021 REPORT",Sierra Leone MoH,,Yes
186,SLE,Sierra Leone,MSM,2021,"INTEGRATED BIO-BEHAVIOURAL SURVEY AND POPULATION SIZE ESTIMATION AMONG FEMALE SEXUAL WORKERS (FSW), MEN WHO HAVE SEX WITH MEN (MSM), PERSONS WHO INJECT DRUGS (PWID), TRANSGENDER (TG) AND PEOPLE IN CLOSE SETTINGS (PCS) IN SIERRA LEONE: 2021 REPORT",Sierra Leone MoH,,Yes
186,SLE,Sierra Leone,PWID,2021,"INTEGRATED BIO-BEHAVIOURAL SURVEY AND POPULATION SIZE ESTIMATION AMONG FEMALE SEXUAL WORKERS (FSW), MEN WHO HAVE SEX WITH MEN (MSM), PERSONS WHO INJECT DRUGS (PWID), TRANSGENDER (TG) AND PEOPLE IN CLOSE SETTINGS (PCS) IN SIERRA LEONE: 2021 REPORT",Sierra Leone MoH,,Yes
186,SLE,Sierra Leone,TG,2021,"INTEGRATED BIO-BEHAVIOURAL SURVEY AND POPULATION SIZE ESTIMATION AMONG FEMALE SEXUAL WORKERS (FSW), MEN WHO HAVE SEX WITH MEN (MSM), PERSONS WHO INJECT DRUGS (PWID), TRANSGENDER (TG) AND PEOPLE IN CLOSE SETTINGS (PCS) IN SIERRA LEONE: 2021 REPORT",Sierra Leone MoH,,Yes
187,SLE,Sierra Leone,FSW,2015,HIV SERO-PREVALENCE STUDY FOR KEY POPULATIONS MAY 2015,Sierra Leone MoH,https://www.nas.gov.sl/images/stories/publications/Seroprevalence%20Study%20of%20Key%20Populations.pdf,Yes
187,SLE,Sierra Leone,MSM,2015,HIV SERO-PREVALENCE STUDY FOR KEY POPULATIONS MAY 2015,Sierra Leone MoH,https://www.nas.gov.sl/images/stories/publications/Seroprevalence%20Study%20of%20Key%20Populations.pdf,Yes
187,SLE,Sierra Leone,TG,2015,HIV SERO-PREVALENCE STUDY FOR KEY POPULATIONS MAY 2015,Sierra Leone MoH,https://www.nas.gov.sl/images/stories/publications/Seroprevalence%20Study%20of%20Key%20Populations.pdf,Yes
187,SLE,Sierra Leone,PWID,2015,HIV SERO-PREVALENCE STUDY FOR KEY POPULATIONS MAY 2015,Sierra Leone MoH,https://www.nas.gov.sl/images/stories/publications/Seroprevalence%20Study%20of%20Key%20Populations.pdf,Yes
188,SSD,South Sudan,FSW,2015,A Bio-Behavioral HIV Survey of Female Sex Workers in South Sudan: THE EAGLE SURVEY Final Report,South Sudan MoH,,Yes
189,SSD,South Sudan,FSW,2015,Novel Approaches for Estimating Female Sex Worker Population Size in Conflict-Affected South Sudan,Okiria et al,https://pubmed.ncbi.nlm.nih.gov/30882356/,Yes
190,SSD,South Sudan,FSW,2019,"Bio-Behaviour Survey Among Female Sex Workers In Wau, South Sudan Eagle 11 Survey, 2019",South Sudan MoH,,Yes
191,SSD,South Sudan,FSW,2019,"Bio-Behaviour Survey Among Female Sex Workers In Yambio, South Sudan Eagle 11 Survey, 2019",South Sudan MoH,,Yes
192,SSD,South Sudan,FSW,2017,A Bio-Behavioral HIV Survey Of Female Sex Workers In Nimule South Sudan Eagle Survey,South Sudan MoH,,Yes
194,SWZ,Eswatini,FSW,2014,"Characterizing The HIV Prevention And Treatment Needs Among Key Populations, Including Men Who Have Sex With Men And Female Sex Workers In Swaziland: From Evidence To Action",Eswatini MoH,,Yes
194,SWZ,Eswatini,MSM,2014,"Characterizing The HIV Prevention And Treatment Needs Among Key Populations, Including Men Who Have Sex With Men And Female Sex Workers In Swaziland: From Evidence To Action",Eswatini MoH,,Yes
195,SWZ,Eswatini,FSW,2020,INTEGRATED BIOLOGICAL-BEHAVIORAL SURVEILLANCE SURVEY (IBBSS) AMONG FEMALE SEX WORKERS AND MEN WHO HAVE SEX WITH MEN  IN ESWATINI 2021,"Eswatini MoH, FHI 360",,Yes
195,SWZ,Eswatini,MSM,2020,INTEGRATED BIOLOGICAL-BEHAVIORAL SURVEILLANCE SURVEY (IBBSS) AMONG FEMALE SEX WORKERS AND MEN WHO HAVE SEX WITH MEN  IN ESWATINI 2021,"Eswatini MoH, FHI 360",,Yes
195,SWZ,Eswatini,TG,2020,INTEGRATED BIOLOGICAL-BEHAVIORAL SURVEILLANCE SURVEY (IBBSS) AMONG FEMALE SEX WORKERS AND MEN WHO HAVE SEX WITH MEN  IN ESWATINI 2021,"Eswatini MoH, FHI 360",,Yes
196,TGO,Togo,MSM,2011,Enquête comportementale et de séroprévalence du VIH chez les hommes ayant des rapports avec d’autres hommes (HSH) Togo en 2011,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Enquete-comportementale-et-de-seroprevalence-du-VIH-chez-les-HSH-Togo-en-2011.pdf,Yes
197,TGO,Togo,CFSW,2011,Enquite Comportementale Et De Seroprevalence Du VIH Chez Les Professionnels De Sexe Et Leurs Clients Au Togo En 2011,Togo MoH,https://www.pnls.tg/rapports/Rapport3.pdf,Yes
197,TGO,Togo,FSW,2011,Enquite Comportementale Et De Seroprevalence Du VIH Chez Les Professionnels De Sexe Et Leurs Clients Au Togo En 2011,Togo MoH,https://www.pnls.tg/rapports/Rapport3.pdf,Yes
198,TGO,Togo,FSW,2013,Examining Risk Factors For HIV And Access To Services Among Female Sex Workers And Men Who Have Sex With Men In Togo,JHU,https://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/togo-brief.pdf,Yes
198,TGO,Togo,MSM,2013,Examining Risk Factors For HIV And Access To Services Among Female Sex Workers And Men Who Have Sex With Men In Togo,JHU,https://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/togo-brief.pdf,Yes
199,TGO,Togo,CFSW,2015,Enquête séro-comportementale VIH de deuxième génération chez les professionnelles du sexe et leurs clients au Togo,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Rapport_Etude-SSG_PS-et-clients-au-Togo_2015_30_09_OK1.pdf,Yes
199,TGO,Togo,FSW,2015,Enquête séro-comportementale VIH de deuxième génération chez les professionnelles du sexe et leurs clients au Togo,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Rapport_Etude-SSG_PS-et-clients-au-Togo_2015_30_09_OK1.pdf,Yes
200,BFA,Burkina Faso,MSM,2015,"Characterizing the HIV risks and potential pathways to HIV infection among transgender women in Côte d'Ivoire, Togo and Burkina Faso",Stahlman et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4949310/,Yes
200,BFA,Burkina Faso,TG,2015,"Characterizing the HIV risks and potential pathways to HIV infection among transgender women in Côte d'Ivoire, Togo and Burkina Faso",Stahlman et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4949310/,Yes
200,CIV,Côte d’Ivoire,MSM,2015,"Characterizing the HIV risks and potential pathways to HIV infection among transgender women in Côte d'Ivoire, Togo and Burkina Faso",Stahlman et al,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4949310/,Yes
200,CIV,Côte d’Ivoire,TG,2015,"Characterizing the HIV risks and potential pathways to HIV infection among transgender women in Côte d'Ivoire, Togo and Burkina Faso",Stahlman et al,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4949310/,Yes
200,TGO,Togo,MSM,2013,"Characterizing the HIV risks and potential pathways to HIV infection among transgender women in Coˆte d’Ivoire, Togo and Burkina Faso",Stahlman et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4949310/,Yes
200,TGO,Togo,TG,2013,"Characterizing the HIV risks and potential pathways to HIV infection among transgender women in Coˆte d’Ivoire, Togo and Burkina Faso",Stahlman et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4949310/,Yes
203,TGO,Togo,CFSW,2017,Enquête séro-comportementale de deuxième génération chez les professionnelles du sexe et leurs clients au Togo en 2017,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Enquete-Sero-comportementale-de-deusieme-generation-chez-les-PS-et-leurs-Clients-au-Togo-en-2017.pdf,Yes
203,TGO,Togo,FSW,2017,Enquête séro-comportementale de deuxième génération chez les professionnelles du sexe et leurs clients au Togo en 2017,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Enquete-Sero-comportementale-de-deusieme-generation-chez-les-PS-et-leurs-Clients-au-Togo-en-2017.pdf,Yes
205,TGO,Togo,PWID,2011,Enquite Comportementale Et De Seroprevalence Du VIH Chez Les Utilisateurs De Drogues Au Togo En 2011,Togo MoH,https://www.pnls.tg/rapports/Rapport1.pdf,Yes
206,TGO,Togo,MSM,2015,Enquête séro-comportementale de deuxième génération chez les hommes ayant des rapports sexuels avec d’autres hommes au Togo en 2015,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Rapport_Etude-SSG-HSH_13-juin-2015_30_09_0K.pdf,Yes
207,TGO,Togo,PWID,2017,Enquête séro-comportementale de deuxième génération chez les usagers de drogues au Togo en 2017,Togo MoH,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Enquete-Sero-comportementale-de-deuxieme-generation-chez-les-UDI-au-Togo-en-2017.pdf,Yes
208,TGO,Togo,MSM,2017,Enquite Sero-Comportementale De Deuxieme Generation Chez Les Hommes Ayant Des Rapports Sexuels Avec Diautres Hommes Au Togo En 2017,Togo MoH,https://cnlstogo.org/cnls/download/enquete-sero-comportementale-de-deuxieme-generation-chez-les-hsh-au-togo-en-2017/,Yes
209,TZA,Tanzania,PWID,2011,"The hepatitis C cascade of care in people who inject drugs in Dar es Salaam, Tanzania",Mohamed et al.,https://onlinelibrary.wiley.com/doi/full/10.1111/jvh.12966,Yes
209,TZA,Tanzania,PWID,2016,"The hepatitis C cascade of care in people who inject drugs in Dar es Salaam, Tanzania",Mohamed et al.,https://onlinelibrary.wiley.com/doi/full/10.1111/jvh.12966,Yes
210,TZA,Tanzania,PWID,2009,"HIV risk behaviors, perceived severity of drug use problems, and prior treatment experience in a sample of young heroin injectors in Dar es Salaam, Tanzania",Atkinson et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3460543/,Yes
211,TZA,Tanzania,PWID,2011,"An urgent need to scale-up injecting drug harm reduction services in Tanzania: prevalence of blood-borne viruses among drug users in Temeke District, Dar-es-Salaam, 2011",Bowring et al.,https://pubmed.ncbi.nlm.nih.gov/23036650/,Yes
212,TZA,Tanzania,PWID,2011,"Active case finding for tuberculosis among people who inject drugs on methadone treatment in Dar es Salaam, Tanzania",Gupta et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4506927/,Yes
213,TZA,Tanzania,FSW,2018,"Integrated Behavioural And Biological Surveillance Survey Among Key Populations In Zanzibar, 2018-2019",Tanzania MoH,,Yes
213,TZA,Tanzania,MSM,2018,"Integrated Behavioural And Biological Surveillance Survey Among Key Populations In Zanzibar, 2018-2019",Tanzania MoH,,Yes
213,TZA,Tanzania,PWID,2018,"Integrated Behavioural And Biological Surveillance Survey Among Key Populations In Zanzibar, 2018-2019",Tanzania MoH,,Yes
214,TZA,Tanzania,FSW,2011,"Integrated Behavioral And Biological Surveillance Survey Among Key Populations At Risk In Zanzibar, 2011-2012",Tanzania MoH,,Yes
214,TZA,Tanzania,MSM,2011,"Integrated Behavioral And Biological Surveillance Survey Among Key Populations At Risk In Zanzibar, 2011-2012",Tanzania MoH,,Yes
214,TZA,Tanzania,PWID,2011,"Integrated Behavioral And Biological Surveillance Survey Among Key Populations At Risk In Zanzibar, 2011-2012",Tanzania MoH,,Yes
215,TZA,Tanzania,FSW,2017,"Integrated Bio-Behavioral Surveillance Survey Among Female Sex Workers In Dar Es Salaam, 2017",Tanzania MoH,,Yes
216,TZA,Tanzania,PWID,2017,"Integrated Bio-Behavioral Surveillance Survey among People who Inject Drugs in Dar es Salaam, 2017",Tanzania MoH,,Yes
217,TZA,Tanzania,PWID,2013,Illicit drug users in the Tanzanian hinterland: population size estimation through key informantant-driven hot spot mapping,Ndayongeje et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6045962/,Yes
218,TZA,Tanzania,PWID,2013,Integrated Bio-Behavioral Survey Among People Who Inject Drugs In Dar Es Salaam,Tanzania MoH,,Yes
219,TZA,Tanzania,PWID,2011,"Prevalence and Predictors of HCV among a Cohort of Opioid Treatment Patients in Dar es Salaam, Tanzania",Lambdin et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6166640/,Yes
220,TZA,Tanzania,MSM,2011,"Prevalence Of The Human Immunodeficiency Virus, Other Sexually Transmitted Infections, And Health-Related Perceptions, Reflections, Experiences And Practices Among Men Having Sex With Men In Dar Es Salaam","Muhimbili University of Health and Allied Sciences,",,Yes
221,TZA,Tanzania,MSM,2014,"HIV And STI S Among Men Who Have Sex With Men In Dodoma Municipality, Tanzania: A Cross-Sectional Study",Mmbaga et al.,https://pubmed.ncbi.nlm.nih.gov/28202736/,Yes
222,TZA,Tanzania,PWID,2017,"High prevalence of human immunodeficiency virus, hepatitis B and C viral infections among people who inject drugs: a potential stumbling block in the control of HIV and viral hepatitis in Tanzania",Kawambwa,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-020-8294-8#Sec9,Yes
223,TZA,Tanzania,MSM,2017,"Integrated Bio-Behavioral Surveillance Survey Among Men who have sex with Men In Dar Es Salaam, 2017",Tanzania MoH,,Yes
224,TZA,Tanzania,MSM,2012,"High HIV seroprevalence, rectal STIs and risky sexual behaviour in men who have sex with men in Dar es Salaam and Tanga, Tanzania",Ross et al,https://pubmed.ncbi.nlm.nih.gov/25168042/,Yes
225,TZA,Tanzania,FSW,2013,"HIV And STI Biological And Behavioral Survey, 2013: A study of Female Sex Workers in seven Regions: Dar es Salaam, Iringa, Mbeya, Mwanza, Shinyanga, Tabora and Mara",Tanzania MoH,,Yes
226,TZA,Tanzania,FSW,2010,"HIV Behavioral And Biological Surveillance Survey Among Female Sex Workers In Dar Es Salaam, 2010",Tanzania MoH,http://library.tacaids.go.tz/bitstream/handle/123456789/76/NACP%20Report%20on%20the%20HIV_FSW.pdf?sequence=1&isAllowed=y,Yes
228,UGA,Uganda,TG,2012,"Men Who Have Sex with Men in Kampala, Uganda: Results from a Bio-Behavioral Respondent Driven Sampling Survey",Hladik et al.,https://pubmed.ncbi.nlm.nih.gov/27600752/,Yes
228,UGA,Uganda,MSM,2012,"Men Who Have Sex with Men in Kampala, Uganda: Results from a Bio-Behavioral Respondent Driven Sampling Survey",Hladik et al.,https://pubmed.ncbi.nlm.nih.gov/27600752/,Yes
229,UGA,Uganda,FSW,2012,"Progress toward UNAIDS 90-90-90 targets: A respondent-driven survey among female sex workers in Kampala, Uganda [CRANE]",Doshi et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6145590/,Yes
230,UGA,Uganda,FSW,2017,"Estimating The Size Of Key Populations In Kampala, Uganda: 3- Source Capture-Recapture Study",Doshi et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6771531/?report=printable,Yes
230,UGA,Uganda,MSM,2017,"Estimating The Size Of Key Populations In Kampala, Uganda: 3- Source Capture-Recapture Study",Doshi et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6771531/?report=printable,Yes
230,UGA,Uganda,PWID,2017,"Estimating The Size Of Key Populations In Kampala, Uganda: 3- Source Capture-Recapture Study",Doshi et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6771531/?report=printable,Yes
231,UGA,Uganda,FSW,2017,"Consultant Report: Size Estimation Of Key Populations In Uganda (January 10, 2018)","Edwards, Mulholland & Weir",,Yes
231,UGA,Uganda,MSM,2017,"Consultant Report: Size Estimation Of Key Populations In Uganda (January 10, 2018)","Edwards, Mulholland & Weir",,Yes
231,UGA,Uganda,PWID,2017,"Consultant Report: Size Estimation Of Key Populations In Uganda (January 10, 2018)","Edwards, Mulholland & Weir",,Yes
232,UGA,Uganda,FSW,2017,"Crane Survey Report: Population Size Estimation Among Female Sex Workers, People Who Inject Drugs, Men Who Have Sex With Men In 12 Locations, Uganda",Uganda MoH,,Yes
232,UGA,Uganda,MSM,2017,"Crane Survey Report: Population Size Estimation Among Female Sex Workers, People Who Inject Drugs, Men Who Have Sex With Men In 12 Locations, Uganda",Uganda MoH,,Yes
232,UGA,Uganda,PWID,2017,"Crane Survey Report: Population Size Estimation Among Female Sex Workers, People Who Inject Drugs, Men Who Have Sex With Men In 12 Locations, Uganda",Uganda MoH,,Yes
233,UGA,Uganda,FSW,2021,CRANE III,Uganda MoH,https://sph.mak.ac.ug/sites/default/files/2022-07/Crane%203%20-%20Kampala%20FSW%202021%20-%20Survey%20Summary%20%20-%2027Jun2022.pdf,Yes
233,UGA,Uganda,MSM,2021,CRANE III,Uganda MoH,,Yes
233,UGA,Uganda,PWID,2021,CRANE III,Uganda MoH,,No
233,UGA,Uganda,TGW,2021,CRANE III,Uganda MoH,,No
236,UGA,Uganda,FSW,2019,Self-Reported Adherence to Antiretroviral Therapy (ART) Among Women Engaged in Commercial Sex Work in Southern Uganda,Kiyingi et al.,https://link.springer.com/article/10.1007/s10461-022-03837-9,Yes
238,ZAF,South Africa,PWID,2013,HIV prevalence and risk among people who inject drugs in five South African cities,Scheibe et al.,https://pubmed.ncbi.nlm.nih.gov/26860326/,Yes
239,ZAF,South Africa,PWID,2017,"BRIEF REPORT OF THE TIPVAL STUDY: An Integrated Biological Behavioral Surveillance Survey among People Who Inject Drugs (PWID), November 2018",UCSF,,Yes
240,ZAF,South Africa,PWID,2017,"Understanding hepatitis B, hepatitis C and HIV among people who inject drugs in South Africa: findings from a three-city cross-sectional survey",Scheibe et al.,https://harmreductionjournal.biomedcentral.com/articles/10.1186/s12954-019-0298-2,Yes
240,ZAF,South Africa,MSM,2017,"Hepatitis B, hepatitis C and HIV prevalence and related sexual and substance use risk practices among key populations who access HIV prevention, treatment and related services in South Africa: findings from a seven-city cross-sectional survey (2017)",Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,Yes
240,ZAF,South Africa,FSW,2017,"Hepatitis B, hepatitis C and HIV prevalence and related sexual and substance use risk practices among key populations who access HIV prevention, treatment and related services in South Africa: findings from a seven-city cross-sectional survey (2017)",Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,Yes
241,ZAF,South Africa,MSM,2012,The South African Marang Men's Project,HSRC,"(PDF) The South African Marang Men's Project HIV bio-behavioural surveys conducted among men who have sex with men in Cape Town, Durban and Johannesburg using respondent-driven sampling (researchgate.net)",Yes
241,ZAF,South Africa,TG,2012,The South African Marang Men's Project,HSRC,"(PDF) The South African Marang Men's Project HIV bio-behavioural surveys conducted among men who have sex with men in Cape Town, Durban and Johannesburg using respondent-driven sampling (researchgate.net)",Yes
242,ZAF,South Africa,TG,2012,The Mpumalanga Men's Study (MPMS): results of a baseline biological and behavioral HIV surveillance survey in two MSM communities in South Africa,Lane et al.,https://pubmed.ncbi.nlm.nih.gov/25401785/,Yes
242,ZAF,South Africa,MSM,2012,The Mpumalanga Men's Study (MPMS): results of a baseline biological and behavioral HIV surveillance survey in two MSM communities in South Africa,Lane et al.,https://pubmed.ncbi.nlm.nih.gov/25401785/,Yes
243,ZAF,South Africa,FSW,2013,"South African Health Monitoring Survey (SAHMS): An Integrated Biological and Behavioural Survey among Female Sex Workers, South Africa 2013 – 2014 Final Report","UCSF, Anova Health Institute & WRHI",https://www.anovahealth.co.za/wp-content/uploads/2016/03/SAHMS-Report.pdf,Yes
244,ZAF,South Africa,MSM,2019,"SOUTH AFRICAN MEN’S HEALTH MONITORING SURVEY: A BIOLOGICAL AND BEHAVIOURAL SURVEY AMONG MEN WHO HAVE SEX WITH MEN IN SOUTH AFRICA, 2019 (SAMHMS-II) Final Repor","The Aurum Institute, Anova Health Institute",https://auruminstitute.org/images/Docs/South_Africa_Mens_Health_Monitoring_Study_SAMHMS2019_cleared_20Oct20.pdf,Yes
245,ZAF,South Africa,MSM,2017,"Gender identity and HIV risk among men who have sex with men in Cape Town, South Africa",Jobson et al.,https://doi.org/10.1080/09540121.2018.1465175,Yes
245,ZAF,South Africa,TG,2017,"Gender identity and HIV risk among men who have sex with men in Cape Town, South Africa",Jobson et al.,https://doi.org/10.1080/09540121.2018.1465175,Yes
116,ZAF,South Africa,MSM,2017,Online socializing among men who have sex with men and transgender people in Nairobi and Johannesburg and implications for public health‐related research and health promotion: an analysis of qualitative and respondent‐driven sampling survey data,Fearon et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527758/#jia225603-sup-0001,Yes
116,ZAF,South Africa,TG,2017,Online socializing among men who have sex with men and transgender people in Nairobi and Johannesburg and implications for public health‐related research and health promotion: an analysis of qualitative and respondent‐driven sampling survey data,Fearon et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527758/#jia225603-sup-0001,Yes
247,ZAF,South Africa,MSM,2015,HIV prevalence and incidence in a cohort of South African men and transgender women who have sex with men: the Sibanye Methods for Prevention Packages Programme (MP3) project,Sullivan et al.,https://pubmed.ncbi.nlm.nih.gov/33000918/,Yes
247,ZAF,South Africa,TG,2015,HIV prevalence and incidence in a cohort of South African men and transgender women who have sex with men: the Sibanye Methods for Prevention Packages Programme (MP3) project,Sullivan et al.,https://pubmed.ncbi.nlm.nih.gov/33000918/,Yes
248,ZAF,South Africa,TG,2018,The HIV care continuum for transgender women in three metropolitan municipalities in South Africa: Findings from the 2018-2019 bio-behavioral survey,Cloete et al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3962122,Yes
